item,state,date,price
green apple,malaysia,3/1/2022,1.24
green apple,malaysia,4/1/2022,1.24
green apple,malaysia,5/1/2022,1.26
green apple,malaysia,6/1/2022,1.29
green apple,malaysia,7/1/2022,1.29
green apple,malaysia,8/1/2022,1.3
green apple,malaysia,9/1/2022,1.31
red apple,malaysia,1/1/2022,1.29
red apple,malaysia,2/1/2022,1.32
red apple,malaysia,3/1/2022,1.32
red apple,malaysia,4/1/2022,1.33
red apple,malaysia,5/1/2022,1.34
red apple,malaysia,6/1/2022,1.39
red apple,malaysia,7/1/2022,1.38
red apple,malaysia,8/1/2022,1.37
red apple,malaysia,9/1/2022,1.4
papaya,malaysia,1/1/2022,3.98
papaya,malaysia,2/1/2022,3.96
papaya,malaysia,3/1/2022,4.06
papaya,malaysia,4/1/2022,4.09
papaya,malaysia,5/1/2022,4.06
papaya,malaysia,6/1/2022,4.17
papaya,malaysia,7/1/2022,4.26
papaya,malaysia,8/1/2022,4.34
papaya,malaysia,9/1/2022,4.4
banana,malaysia,1/1/2022,4.65
banana,malaysia,2/1/2022,4.65
banana,malaysia,3/1/2022,4.68
banana,malaysia,4/1/2022,4.7
banana,malaysia,5/1/2022,4.72
banana,malaysia,6/1/2022,4.72
banana,malaysia,7/1/2022,4.82
banana,malaysia,8/1/2022,4.86
banana,malaysia,9/1/2022,4.97
black pomfret (fish),malaysia,1/1/2022,28.86
black pomfret (fish),malaysia,2/1/2022,28.54
black pomfret (fish),malaysia,3/1/2022,28.44
black pomfret (fish),malaysia,4/1/2022,28.71
black pomfret (fish),malaysia,5/1/2022,28.75
black pomfret (fish),malaysia,6/1/2022,29.28
black pomfret (fish),malaysia,7/1/2022,28.89
black pomfret (fish),malaysia,8/1/2022,28.53
black pomfret (fish),malaysia,9/1/2022,28.74
hardtail scad (fish),malaysia,1/1/2022,11.19
hardtail scad (fish),malaysia,2/1/2022,11
hardtail scad (fish),malaysia,3/1/2022,10.99
hardtail scad (fish),malaysia,4/1/2022,10.9
hardtail scad (fish),malaysia,5/1/2022,10.99
hardtail scad (fish),malaysia,6/1/2022,11.17
hardtail scad (fish),malaysia,7/1/2022,11.19
hardtail scad (fish),malaysia,8/1/2022,11.01
hardtail scad (fish),malaysia,9/1/2022,11.02
indian mackerel (fish),malaysia,1/1/2022,16.68
indian mackerel (fish),malaysia,2/1/2022,16.58
indian mackerel (fish),malaysia,3/1/2022,16.75
indian mackerel (fish),malaysia,4/1/2022,16.57
indian mackerel (fish),malaysia,5/1/2022,16.65
indian mackerel (fish),malaysia,6/1/2022,16.74
indian mackerel (fish),malaysia,7/1/2022,16.8
indian mackerel (fish),malaysia,8/1/2022,16.84
indian mackerel (fish),malaysia,9/1/2022,16.63
threadfin bream (fish),malaysia,1/1/2022,15.45
threadfin bream (fish),malaysia,2/1/2022,15.41
threadfin bream (fish),malaysia,3/1/2022,15.33
threadfin bream (fish),malaysia,4/1/2022,15.22
threadfin bream (fish),malaysia,5/1/2022,15.56
threadfin bream (fish),malaysia,6/1/2022,15.81
threadfin bream (fish),malaysia,7/1/2022,15.8
threadfin bream (fish),malaysia,8/1/2022,15.43
threadfin bream (fish),malaysia,9/1/2022,15.45
red snapper (fish),malaysia,1/1/2022,35.53
red snapper (fish),malaysia,2/1/2022,36.14
red snapper (fish),malaysia,3/1/2022,36.57
red snapper (fish),malaysia,4/1/2022,37.15
red snapper (fish),malaysia,5/1/2022,38.38
red snapper (fish),malaysia,6/1/2022,38.17
red snapper (fish),malaysia,7/1/2022,37.53
red snapper (fish),malaysia,8/1/2022,37.53
red snapper (fish),malaysia,9/1/2022,37.94
"spanish mackerel, batang (fish)",malaysia,1/1/2022,35.21
"spanish mackerel, batang (fish)",malaysia,2/1/2022,35.18
"spanish mackerel, batang (fish)",malaysia,3/1/2022,35.21
"spanish mackerel, batang (fish)",malaysia,4/1/2022,34.98
"spanish mackerel, batang (fish)",malaysia,5/1/2022,36.22
"spanish mackerel, batang (fish)",malaysia,6/1/2022,36.08
"spanish mackerel, batang (fish)",malaysia,7/1/2022,35.37
"spanish mackerel, batang (fish)",malaysia,8/1/2022,34.71
"spanish mackerel, batang (fish)",malaysia,9/1/2022,35.15
"longtail tuna, black (fish)",malaysia,1/1/2022,13.23
"longtail tuna, black (fish)",malaysia,2/1/2022,13.34
"longtail tuna, black (fish)",malaysia,3/1/2022,13.74
"longtail tuna, black (fish)",malaysia,4/1/2022,13.6
"longtail tuna, black (fish)",malaysia,5/1/2022,13.66
"longtail tuna, black (fish)",malaysia,6/1/2022,13.67
"longtail tuna, black (fish)",malaysia,7/1/2022,13.8
"longtail tuna, black (fish)",malaysia,8/1/2022,13.47
"longtail tuna, black (fish)",malaysia,9/1/2022,13.49
selayang (fish),malaysia,1/1/2022,12.15
selayang (fish),malaysia,2/1/2022,11.96
selayang (fish),malaysia,3/1/2022,11.87
selayang (fish),malaysia,4/1/2022,11.46
selayang (fish),malaysia,5/1/2022,12
selayang (fish),malaysia,6/1/2022,12.42
selayang (fish),malaysia,7/1/2022,12.43
selayang (fish),malaysia,8/1/2022,12.04
selayang (fish),malaysia,9/1/2022,11.48
red chilli (kulai),sabah,1/1/2022,18.71
red chilli (kulai),sabah,2/1/2022,19.54
red chilli (kulai),sabah,3/1/2022,18.76
red chilli (kulai),sabah,4/1/2022,21.3
red chilli (kulai),sabah,5/1/2022,19.61
red chilli (kulai),sabah,6/1/2022,18.71
red chilli (kulai),sabah,7/1/2022,18.73
red chilli (kulai),sabah,8/1/2022,18.27
red chilli (kulai),sabah,9/1/2022,18.37
long beans,sabah,1/1/2022,5.27
long beans,sabah,2/1/2022,5.33
long beans,sabah,3/1/2022,5.09
long beans,sabah,4/1/2022,5.37
long beans,sabah,5/1/2022,5.68
long beans,sabah,6/1/2022,6.02
long beans,sabah,7/1/2022,6.06
long beans,sabah,8/1/2022,5.92
long beans,sabah,9/1/2022,5.88
french bean,sabah,1/1/2022,6.86
french bean,sabah,2/1/2022,7.05
french bean,sabah,3/1/2022,6.87
french bean,sabah,4/1/2022,7.2
french bean,sabah,5/1/2022,7.2
french bean,sabah,6/1/2022,7.56
french bean,sabah,7/1/2022,7.33
french bean,sabah,8/1/2022,7.16
french bean,sabah,9/1/2022,7.09
round cabbage,sabah,1/1/2022,5.58
round cabbage,sabah,2/1/2022,5.57
round cabbage,sabah,3/1/2022,4.43
round cabbage,sabah,4/1/2022,3.76
round cabbage,sabah,5/1/2022,4.1
round cabbage,sabah,6/1/2022,4.59
round cabbage,sabah,7/1/2022,5.34
round cabbage,sabah,8/1/2022,4.74
round cabbage,sabah,9/1/2022,4.73
cauliflower,sabah,1/1/2022,12.9
cauliflower,sabah,2/1/2022,12.32
cauliflower,sabah,3/1/2022,12.27
cauliflower,sabah,4/1/2022,12.04
cauliflower,sabah,5/1/2022,12.94
cauliflower,sabah,6/1/2022,12.65
cauliflower,sabah,7/1/2022,12.62
cauliflower,sabah,8/1/2022,12.32
cauliflower,sabah,9/1/2022,13.12
carrot,sabah,1/1/2022,7.32
carrot,sabah,2/1/2022,7.23
carrot,sabah,3/1/2022,6.59
carrot,sabah,4/1/2022,6.41
carrot,sabah,5/1/2022,6.2
carrot,sabah,6/1/2022,6.71
carrot,sabah,7/1/2022,6.44
carrot,sabah,8/1/2022,5.99
carrot,sabah,9/1/2022,6
cucumber,sabah,1/1/2022,3.56
cucumber,sabah,2/1/2022,3.64
cucumber,sabah,3/1/2022,3.28
cucumber,sabah,4/1/2022,3.21
cucumber,sabah,5/1/2022,3.75
cucumber,sabah,6/1/2022,3.59
cucumber,sabah,7/1/2022,3.78
cucumber,sabah,8/1/2022,3.66
cucumber,sabah,9/1/2022,3.51
green apple,sabah,1/1/2022,1.2
green apple,sabah,2/1/2022,1.22
green apple,sabah,3/1/2022,1.26
green apple,sabah,4/1/2022,1.29
green apple,sabah,5/1/2022,1.3
green apple,sabah,6/1/2022,1.43
green apple,sabah,7/1/2022,1.43
green apple,sabah,8/1/2022,1.45
green apple,sabah,9/1/2022,1.41
red apple,sabah,1/1/2022,1.25
red apple,sabah,2/1/2022,1.31
red apple,sabah,3/1/2022,1.33
red apple,sabah,4/1/2022,1.37
red apple,sabah,5/1/2022,1.33
red apple,sabah,6/1/2022,1.46
red apple,sabah,7/1/2022,1.46
red apple,sabah,8/1/2022,1.5
red apple,sabah,9/1/2022,1.5
papaya,sabah,1/1/2022,2.84
papaya,sabah,2/1/2022,2.86
papaya,sabah,3/1/2022,2.88
papaya,sabah,4/1/2022,2.94
papaya,sabah,5/1/2022,3.08
papaya,sabah,6/1/2022,3.05
papaya,sabah,7/1/2022,3.27
papaya,sabah,8/1/2022,3.48
papaya,sabah,9/1/2022,3.46
banana,sabah,1/1/2022,3.58
banana,sabah,2/1/2022,3.7
banana,sabah,3/1/2022,3.89
banana,sabah,4/1/2022,3.85
banana,sabah,5/1/2022,3.9
banana,sabah,6/1/2022,3.78
banana,sabah,7/1/2022,3.82
banana,sabah,8/1/2022,3.94
banana,sabah,9/1/2022,4.1
black pomfret (fish),sabah,1/1/2022,24.01
black pomfret (fish),sabah,2/1/2022,22.93
black pomfret (fish),sabah,3/1/2022,22.35
black pomfret (fish),sabah,4/1/2022,25.86
black pomfret (fish),sabah,5/1/2022,24.8
black pomfret (fish),sabah,6/1/2022,25.22
black pomfret (fish),sabah,7/1/2022,24.28
black pomfret (fish),sabah,8/1/2022,22.22
black pomfret (fish),sabah,9/1/2022,23.12
hardtail scad (fish),sabah,1/1/2022,10.28
hardtail scad (fish),sabah,2/1/2022,9.87
hardtail scad (fish),sabah,3/1/2022,10.18
hardtail scad (fish),sabah,4/1/2022,9.49
hardtail scad (fish),sabah,5/1/2022,9.4
hardtail scad (fish),sabah,6/1/2022,9.88
hardtail scad (fish),sabah,7/1/2022,10.49
hardtail scad (fish),sabah,8/1/2022,10.27
hardtail scad (fish),sabah,9/1/2022,10
indian mackerel (fish),sabah,1/1/2022,11.48
indian mackerel (fish),sabah,2/1/2022,11.57
indian mackerel (fish),sabah,3/1/2022,11.46
indian mackerel (fish),sabah,4/1/2022,11.16
indian mackerel (fish),sabah,5/1/2022,11.36
indian mackerel (fish),sabah,6/1/2022,11.38
indian mackerel (fish),sabah,7/1/2022,12.04
indian mackerel (fish),sabah,8/1/2022,11.68
indian mackerel (fish),sabah,9/1/2022,11.08
threadfin bream (fish),sabah,1/1/2022,11.6
threadfin bream (fish),sabah,2/1/2022,11.46
threadfin bream (fish),sabah,3/1/2022,11.07
threadfin bream (fish),sabah,4/1/2022,11.42
threadfin bream (fish),sabah,5/1/2022,11.56
threadfin bream (fish),sabah,6/1/2022,12.21
threadfin bream (fish),sabah,7/1/2022,11.96
threadfin bream (fish),sabah,8/1/2022,11.52
threadfin bream (fish),sabah,9/1/2022,11.8
red snapper (fish),sabah,1/1/2022,26.1
red snapper (fish),sabah,2/1/2022,26.02
red snapper (fish),sabah,3/1/2022,25.84
red snapper (fish),sabah,4/1/2022,25.58
red snapper (fish),sabah,5/1/2022,25.95
red snapper (fish),sabah,6/1/2022,24.96
red snapper (fish),sabah,7/1/2022,24.3
red snapper (fish),sabah,8/1/2022,25.86
red snapper (fish),sabah,9/1/2022,27.49
"longtail tuna, black (fish)",sabah,1/1/2022,12.49
"longtail tuna, black (fish)",sabah,2/1/2022,11.92
"longtail tuna, black (fish)",sabah,3/1/2022,11.93
"longtail tuna, black (fish)",sabah,4/1/2022,11.94
"longtail tuna, black (fish)",sabah,5/1/2022,12.25
"longtail tuna, black (fish)",sabah,6/1/2022,12.45
"longtail tuna, black (fish)",sabah,7/1/2022,13.28
"longtail tuna, black (fish)",sabah,8/1/2022,12.85
"longtail tuna, black (fish)",sabah,9/1/2022,12.67
selayang (fish),sabah,1/1/2022,10.66
selayang (fish),sabah,2/1/2022,9.25
selayang (fish),sabah,3/1/2022,8.01
selayang (fish),sabah,4/1/2022,8.27
selayang (fish),sabah,5/1/2022,9.4
selayang (fish),sabah,6/1/2022,9.45
selayang (fish),sabah,7/1/2022,9.24
selayang (fish),sabah,8/1/2022,8.5
selayang (fish),sabah,9/1/2022,7.73
red chilli (kulai),sarawak,1/1/2022,23.37
red chilli (kulai),sarawak,2/1/2022,25.79
red chilli (kulai),sarawak,3/1/2022,26.16
red chilli (kulai),sarawak,4/1/2022,24.94
red chilli (kulai),sarawak,5/1/2022,24.72
red chilli (kulai),sarawak,6/1/2022,24.38
red chilli (kulai),sarawak,7/1/2022,23.62
red chilli (kulai),sarawak,8/1/2022,22.16
red chilli (kulai),sarawak,9/1/2022,22.23
long beans,sarawak,1/1/2022,6.84
long beans,sarawak,2/1/2022,7.82
long beans,sarawak,3/1/2022,7.9
long beans,sarawak,4/1/2022,7.98
long beans,sarawak,5/1/2022,7.77
long beans,sarawak,6/1/2022,7.43
long beans,sarawak,7/1/2022,7.27
long beans,sarawak,8/1/2022,7.41
long beans,sarawak,9/1/2022,7.35
french bean,sarawak,1/1/2022,10.2
french bean,sarawak,2/1/2022,11.47
french bean,sarawak,3/1/2022,11.48
french bean,sarawak,4/1/2022,11.25
french bean,sarawak,5/1/2022,11.43
french bean,sarawak,6/1/2022,11.54
french bean,sarawak,7/1/2022,11.11
french bean,sarawak,8/1/2022,11.08
french bean,sarawak,9/1/2022,11.26
carrot,sarawak,1/1/2022,5.9
carrot,sarawak,2/1/2022,6.07
carrot,sarawak,3/1/2022,5.96
carrot,sarawak,4/1/2022,6.05
carrot,sarawak,5/1/2022,6.09
carrot,sarawak,6/1/2022,6.28
carrot,sarawak,7/1/2022,6.24
carrot,sarawak,8/1/2022,6.33
carrot,sarawak,9/1/2022,6.3
cucumber,sarawak,1/1/2022,4.06
cucumber,sarawak,2/1/2022,4.27
cucumber,sarawak,3/1/2022,4.15
cucumber,sarawak,4/1/2022,4.25
cucumber,sarawak,5/1/2022,4.41
cucumber,sarawak,6/1/2022,4.86
cucumber,sarawak,7/1/2022,4.97
cucumber,sarawak,8/1/2022,4.51
cucumber,sarawak,9/1/2022,4.23
green apple,sarawak,1/1/2022,1.48
green apple,sarawak,2/1/2022,1.46
green apple,sarawak,3/1/2022,1.52
green apple,sarawak,4/1/2022,1.54
green apple,sarawak,5/1/2022,1.59
green apple,sarawak,6/1/2022,1.55
green apple,sarawak,7/1/2022,1.56
green apple,sarawak,8/1/2022,1.59
green apple,sarawak,9/1/2022,1.59
red apple,sarawak,1/1/2022,1.71
red apple,sarawak,2/1/2022,1.71
red apple,sarawak,3/1/2022,1.75
red apple,sarawak,4/1/2022,1.78
red apple,sarawak,5/1/2022,1.79
red apple,sarawak,6/1/2022,1.8
red apple,sarawak,7/1/2022,1.85
red apple,sarawak,8/1/2022,1.79
red apple,sarawak,9/1/2022,1.76
papaya,sarawak,1/1/2022,3.65
papaya,sarawak,2/1/2022,3.78
papaya,sarawak,3/1/2022,3.81
papaya,sarawak,4/1/2022,3.8
papaya,sarawak,5/1/2022,3.84
papaya,sarawak,6/1/2022,3.82
papaya,sarawak,7/1/2022,3.9
papaya,sarawak,8/1/2022,3.97
papaya,sarawak,9/1/2022,4.05
banana,sarawak,1/1/2022,3.27
banana,sarawak,2/1/2022,3.26
banana,sarawak,3/1/2022,3.28
banana,sarawak,4/1/2022,3.41
banana,sarawak,5/1/2022,3.48
banana,sarawak,6/1/2022,3.53
banana,sarawak,7/1/2022,3.61
banana,sarawak,8/1/2022,3.61
banana,sarawak,9/1/2022,3.66
black pomfret (fish),sarawak,1/1/2022,25.9
black pomfret (fish),sarawak,2/1/2022,26.5
black pomfret (fish),sarawak,3/1/2022,26.28
black pomfret (fish),sarawak,4/1/2022,26.57
black pomfret (fish),sarawak,5/1/2022,26.33
black pomfret (fish),sarawak,6/1/2022,26.94
black pomfret (fish),sarawak,7/1/2022,27.79
black pomfret (fish),sarawak,8/1/2022,27.58
black pomfret (fish),sarawak,9/1/2022,27.77
hardtail scad (fish),sarawak,1/1/2022,8.79
hardtail scad (fish),sarawak,2/1/2022,9.13
hardtail scad (fish),sarawak,3/1/2022,9.27
hardtail scad (fish),sarawak,4/1/2022,9.48
hardtail scad (fish),sarawak,5/1/2022,9.39
hardtail scad (fish),sarawak,6/1/2022,10.08
hardtail scad (fish),sarawak,7/1/2022,10.49
hardtail scad (fish),sarawak,8/1/2022,10.59
hardtail scad (fish),sarawak,9/1/2022,10.56
indian mackerel (fish),sarawak,1/1/2022,14.79
indian mackerel (fish),sarawak,2/1/2022,15.47
indian mackerel (fish),sarawak,3/1/2022,15.22
indian mackerel (fish),sarawak,4/1/2022,15.29
indian mackerel (fish),sarawak,5/1/2022,14.43
indian mackerel (fish),sarawak,6/1/2022,14.06
indian mackerel (fish),sarawak,7/1/2022,14.84
indian mackerel (fish),sarawak,8/1/2022,16.05
indian mackerel (fish),sarawak,9/1/2022,16.34
red snapper (fish),sarawak,1/1/2022,25.23
red snapper (fish),sarawak,2/1/2022,27.64
red snapper (fish),sarawak,3/1/2022,28.45
red snapper (fish),sarawak,4/1/2022,28.56
red snapper (fish),sarawak,5/1/2022,29.21
red snapper (fish),sarawak,6/1/2022,29.16
red snapper (fish),sarawak,7/1/2022,27.84
red snapper (fish),sarawak,8/1/2022,29.79
red snapper (fish),sarawak,9/1/2022,29.49
"longtail tuna, black (fish)",sarawak,1/1/2022,12
"longtail tuna, black (fish)",sarawak,2/1/2022,12.9
"longtail tuna, black (fish)",sarawak,3/1/2022,13.81
"longtail tuna, black (fish)",sarawak,4/1/2022,13.99
"longtail tuna, black (fish)",sarawak,5/1/2022,13.96
"longtail tuna, black (fish)",sarawak,6/1/2022,14.01
"longtail tuna, black (fish)",sarawak,7/1/2022,14.21
"longtail tuna, black (fish)",sarawak,8/1/2022,14.16
"longtail tuna, black (fish)",sarawak,9/1/2022,14.5
selayang (fish),sarawak,1/1/2022,9.95
selayang (fish),sarawak,2/1/2022,10.07
selayang (fish),sarawak,3/1/2022,9.97
selayang (fish),sarawak,4/1/2022,9.88
selayang (fish),sarawak,5/1/2022,10.11
selayang (fish),sarawak,6/1/2022,10.02
selayang (fish),sarawak,7/1/2022,10.14
selayang (fish),sarawak,8/1/2022,10.59
selayang (fish),sarawak,9/1/2022,10.36
red chilli (kulai),perak,1/1/2022,15.89
red chilli (kulai),perak,2/1/2022,16.67
red chilli (kulai),perak,3/1/2022,16.7
red chilli (kulai),perak,4/1/2022,16.18
red chilli (kulai),perak,5/1/2022,15.6
red chilli (kulai),perak,6/1/2022,16.01
red chilli (kulai),perak,7/1/2022,17.02
red chilli (kulai),perak,8/1/2022,16.92
red chilli (kulai),perak,9/1/2022,18.06
long beans,perak,1/1/2022,6.47
long beans,perak,2/1/2022,7.23
long beans,perak,3/1/2022,7.19
long beans,perak,4/1/2022,7.3
long beans,perak,5/1/2022,8.32
long beans,perak,6/1/2022,8.57
long beans,perak,7/1/2022,8.21
long beans,perak,8/1/2022,7.57
long beans,perak,9/1/2022,7.92
french bean,perak,1/1/2022,14.03
french bean,perak,2/1/2022,12.46
french bean,perak,3/1/2022,13.59
french bean,perak,4/1/2022,12.88
french bean,perak,5/1/2022,14.02
french bean,perak,6/1/2022,13.5
french bean,perak,7/1/2022,12.92
french bean,perak,8/1/2022,12.52
french bean,perak,9/1/2022,11.82
round cabbage,perak,1/1/2022,5.88
round cabbage,perak,2/1/2022,5.45
round cabbage,perak,3/1/2022,4.99
round cabbage,perak,4/1/2022,4.67
round cabbage,perak,5/1/2022,5.4
round cabbage,perak,6/1/2022,5.34
round cabbage,perak,7/1/2022,5.46
round cabbage,perak,8/1/2022,5.39
round cabbage,perak,9/1/2022,5.05
cauliflower,perak,1/1/2022,9.43
cauliflower,perak,2/1/2022,8.25
cauliflower,perak,3/1/2022,9
cauliflower,perak,4/1/2022,8.44
cauliflower,perak,5/1/2022,8.5
cauliflower,perak,6/1/2022,8.23
cauliflower,perak,7/1/2022,8.5
cauliflower,perak,8/1/2022,9
cauliflower,perak,9/1/2022,10.21
carrot,perak,1/1/2022,5.21
carrot,perak,2/1/2022,4.69
carrot,perak,3/1/2022,4.43
carrot,perak,4/1/2022,4.33
carrot,perak,5/1/2022,4.62
carrot,perak,6/1/2022,4.81
carrot,perak,7/1/2022,4.6
carrot,perak,8/1/2022,4.56
carrot,perak,9/1/2022,4.48
cucumber,perak,1/1/2022,3.91
cucumber,perak,2/1/2022,3.76
cucumber,perak,3/1/2022,3.83
cucumber,perak,4/1/2022,4.14
cucumber,perak,5/1/2022,4.48
cucumber,perak,6/1/2022,4.7
cucumber,perak,7/1/2022,4.93
cucumber,perak,8/1/2022,4.91
cucumber,perak,9/1/2022,4.32
green apple,perak,1/1/2022,1.11
green apple,perak,2/1/2022,1.11
green apple,perak,3/1/2022,1.11
green apple,perak,4/1/2022,1.07
green apple,perak,5/1/2022,1.07
green apple,perak,6/1/2022,1.09
green apple,perak,7/1/2022,1.09
green apple,perak,8/1/2022,1.08
green apple,perak,9/1/2022,1.11
red apple,perak,1/1/2022,1.22
red apple,perak,2/1/2022,1.3
red apple,perak,3/1/2022,1.28
red apple,perak,4/1/2022,1.2
red apple,perak,5/1/2022,1.18
red apple,perak,6/1/2022,1.22
red apple,perak,7/1/2022,1.22
red apple,perak,8/1/2022,1.2
red apple,perak,9/1/2022,1.23
papaya,perak,1/1/2022,3.96
papaya,perak,2/1/2022,3.88
papaya,perak,3/1/2022,4.01
papaya,perak,4/1/2022,4.1
papaya,perak,5/1/2022,4.04
papaya,perak,6/1/2022,4.08
papaya,perak,7/1/2022,4.28
papaya,perak,8/1/2022,4.25
papaya,perak,9/1/2022,4.44
banana,perak,1/1/2022,4.79
banana,perak,2/1/2022,4.83
banana,perak,3/1/2022,4.87
banana,perak,4/1/2022,4.88
banana,perak,5/1/2022,4.82
banana,perak,6/1/2022,4.88
banana,perak,7/1/2022,4.95
banana,perak,8/1/2022,4.97
banana,perak,9/1/2022,4.97
black pomfret (fish),perak,1/1/2022,29.98
black pomfret (fish),perak,2/1/2022,29.54
black pomfret (fish),perak,3/1/2022,29.77
black pomfret (fish),perak,4/1/2022,29.85
black pomfret (fish),perak,5/1/2022,29.85
black pomfret (fish),perak,6/1/2022,29.36
black pomfret (fish),perak,7/1/2022,28.88
black pomfret (fish),perak,8/1/2022,29.41
black pomfret (fish),perak,9/1/2022,29.32
hardtail scad (fish),perak,1/1/2022,11.08
hardtail scad (fish),perak,2/1/2022,10.74
hardtail scad (fish),perak,3/1/2022,10.79
hardtail scad (fish),perak,4/1/2022,10.8
hardtail scad (fish),perak,5/1/2022,10.82
hardtail scad (fish),perak,6/1/2022,11.15
hardtail scad (fish),perak,7/1/2022,10.87
hardtail scad (fish),perak,8/1/2022,10.84
hardtail scad (fish),perak,9/1/2022,10.96
indian mackerel (fish),perak,1/1/2022,16.05
indian mackerel (fish),perak,2/1/2022,15.44
indian mackerel (fish),perak,3/1/2022,16.61
indian mackerel (fish),perak,4/1/2022,16.93
indian mackerel (fish),perak,5/1/2022,16.82
indian mackerel (fish),perak,6/1/2022,17.09
indian mackerel (fish),perak,7/1/2022,16.5
indian mackerel (fish),perak,8/1/2022,16.63
indian mackerel (fish),perak,9/1/2022,17.21
threadfin bream (fish),perak,1/1/2022,15.52
threadfin bream (fish),perak,2/1/2022,15.31
threadfin bream (fish),perak,3/1/2022,15.45
threadfin bream (fish),perak,4/1/2022,14.62
threadfin bream (fish),perak,5/1/2022,14.8
threadfin bream (fish),perak,6/1/2022,15.65
threadfin bream (fish),perak,7/1/2022,15.79
threadfin bream (fish),perak,8/1/2022,15.52
threadfin bream (fish),perak,9/1/2022,15.61
red snapper (fish),perak,1/1/2022,36.22
red snapper (fish),perak,2/1/2022,37.13
red snapper (fish),perak,3/1/2022,38.5
red snapper (fish),perak,4/1/2022,38.79
red snapper (fish),perak,5/1/2022,40.13
red snapper (fish),perak,6/1/2022,41.09
red snapper (fish),perak,7/1/2022,41.34
red snapper (fish),perak,8/1/2022,40.95
red snapper (fish),perak,9/1/2022,41.04
"spanish mackerel, batang (fish)",perak,1/1/2022,34.16
"spanish mackerel, batang (fish)",perak,2/1/2022,36.18
"spanish mackerel, batang (fish)",perak,3/1/2022,35.85
"spanish mackerel, batang (fish)",perak,4/1/2022,35.51
"spanish mackerel, batang (fish)",perak,5/1/2022,35.64
"spanish mackerel, batang (fish)",perak,6/1/2022,35.74
"spanish mackerel, batang (fish)",perak,7/1/2022,35.22
"spanish mackerel, batang (fish)",perak,8/1/2022,34.55
"spanish mackerel, batang (fish)",perak,9/1/2022,34.92
"longtail tuna, black (fish)",perak,1/1/2022,14.5
"longtail tuna, black (fish)",perak,2/1/2022,14.85
"longtail tuna, black (fish)",perak,3/1/2022,14.85
"longtail tuna, black (fish)",perak,4/1/2022,14.37
"longtail tuna, black (fish)",perak,5/1/2022,14.33
"longtail tuna, black (fish)",perak,6/1/2022,14.75
"longtail tuna, black (fish)",perak,7/1/2022,14.25
"longtail tuna, black (fish)",perak,8/1/2022,14.05
"longtail tuna, black (fish)",perak,9/1/2022,14.03
selayang (fish),perak,1/1/2022,11.53
selayang (fish),perak,2/1/2022,11.43
selayang (fish),perak,3/1/2022,11.89
selayang (fish),perak,4/1/2022,11.44
selayang (fish),perak,5/1/2022,11.67
selayang (fish),perak,6/1/2022,12.43
selayang (fish),perak,7/1/2022,12.38
selayang (fish),perak,8/1/2022,11.73
selayang (fish),perak,9/1/2022,11.44
red chilli (kulai),johor,1/1/2022,15.99
red chilli (kulai),johor,2/1/2022,18.14
red chilli (kulai),johor,3/1/2022,17.12
red chilli (kulai),johor,4/1/2022,16.77
red chilli (kulai),johor,5/1/2022,16.23
red chilli (kulai),johor,6/1/2022,16.84
red chilli (kulai),johor,7/1/2022,19.07
red chilli (kulai),johor,8/1/2022,19.92
red chilli (kulai),johor,9/1/2022,20.79
long beans,johor,1/1/2022,7.53
long beans,johor,2/1/2022,8.76
long beans,johor,3/1/2022,8.34
long beans,johor,4/1/2022,8.25
long beans,johor,5/1/2022,8.87
long beans,johor,6/1/2022,10.04
long beans,johor,7/1/2022,10.74
long beans,johor,8/1/2022,9.52
long beans,johor,9/1/2022,9.93
french bean,johor,1/1/2022,13.62
french bean,johor,2/1/2022,12.91
french bean,johor,3/1/2022,13.71
french bean,johor,4/1/2022,13.29
french bean,johor,5/1/2022,14.35
french bean,johor,6/1/2022,13.93
french bean,johor,7/1/2022,13.77
french bean,johor,8/1/2022,13.53
french bean,johor,9/1/2022,12.53
round cabbage,johor,1/1/2022,6.03
round cabbage,johor,2/1/2022,5.62
round cabbage,johor,3/1/2022,5.3
round cabbage,johor,4/1/2022,5.25
round cabbage,johor,5/1/2022,5.57
round cabbage,johor,6/1/2022,5.77
round cabbage,johor,7/1/2022,5.7
round cabbage,johor,8/1/2022,5.74
round cabbage,johor,9/1/2022,5.49
cauliflower,johor,1/1/2022,10.76
cauliflower,johor,2/1/2022,9.28
cauliflower,johor,3/1/2022,8.74
cauliflower,johor,4/1/2022,8.7
cauliflower,johor,5/1/2022,8.76
cauliflower,johor,6/1/2022,8.77
cauliflower,johor,7/1/2022,9.04
cauliflower,johor,8/1/2022,9.88
cauliflower,johor,9/1/2022,11.09
carrot,johor,1/1/2022,5.26
carrot,johor,2/1/2022,4.99
carrot,johor,3/1/2022,4.76
carrot,johor,4/1/2022,4.71
carrot,johor,5/1/2022,4.8
carrot,johor,6/1/2022,4.99
carrot,johor,7/1/2022,4.97
carrot,johor,8/1/2022,4.77
carrot,johor,9/1/2022,4.78
cucumber,johor,1/1/2022,4.16
cucumber,johor,2/1/2022,3.9
cucumber,johor,3/1/2022,3.63
cucumber,johor,4/1/2022,3.97
cucumber,johor,5/1/2022,4.57
cucumber,johor,6/1/2022,4.68
cucumber,johor,7/1/2022,5.1
cucumber,johor,8/1/2022,5.26
cucumber,johor,9/1/2022,4.11
